JMe,positive,do not try restoring the url todo wy not ?
JMe,positive,todo why do we clone the return value ? this is the only reference to it right ? so we should not need a separate copy
JMe,positive,fix bug in jvms that return true false rather than true false from the type editor getastext method
JMe,positive,should this also fail the sample ? can happen for incorrect xpath expression
JMe,positive,todo why does null property have a value ?
JMe,positive,int contentlength httpmethod getresponsecontentlength not visible todo size ouststream according to actual content length
JMe,positive,this would be sensible but does not work public int hashcode return propmap hashcode
JMe,positive,fixme due to startengine being commented engine will always be null private standardjmeterengine engine
JMe,positive,note these lines center the about dialog in the current window some older swing versions have a bug in getlocationonscreen and they may not make this behave properly
JMe,positive,todo how can this be null ?
JMe,positive,todo display warning dialog as this can take some time
JMe,positive,todo may not work on all oses ?
JMe,positive,todo error counting needs to be sorted out at present the statistical sampler tracks errors separately it would make sense to move the error count here but this would mean lots of changes it is also tricky maintaining the count it ca not just be incremented decremented when the success flag is set as this may be done multiple times the work round for now is to do the work in the statisticalsampleresult which overrides this method note that some jms samplers also create samples with sample count also the transaction controller probably needs to be changed to do proper sample and error accounting the purpose of this work round is to allow at least minimal support for errors in remote statistical batch mode
JMe,positive,todo does not putting this here mark the tree as saved even though a failure may occur later ?
JMe,positive,todo fix so that this is only called once per test instead of at every clone perhaps save previous filename and only load if it has changed ?
JMe,positive,bug in above method
JMe,positive,todo should we call test listeners ? that might hang too non nls default is true
JMe,positive,fixme factor with httphc impl httphc impl just append all the parameter values and use that as the post body
JMe,positive,the sslmanager handles the keystore information for jmeter basically it handles all the logic for loading and initializing all the jsse parameters and selecting the alias to authenticate against if it is available sslmanager will try to automatically select the client certificate for you but if it ca not make a decision it will pop open a dialog asking you for more information todo does not actually prompt
JMe,positive,urgent todo sort out equals and hashcode at present equal instances can will have different hashcodes problem is when a proper hashcode is used tests stop working e g listener data disappears when switching views this presumably means that instances currently regarded as equal are not really equal see java lang object hashcode
JMe,positive,this means that a new page will be shown before rendering is complete however the correct location will be displayed attempts to use a page propertychangelistener to detect when the page has been loaded failed to work any better
JMe,positive,todo removes the nodes from the checkdirty map should it be done later in case some ca not be removed ?
JMe,positive,todo turn into parameter ?
JMe,positive,todo should this just call super ?
JMe,positive,todo improve this
JMe,positive,todo do contenttype and or dataencoding belong in httpsampleresult instead ?
JMe,positive,todo needs more work
JMe,positive,maybe move to vector if mt problems occur
JMe,positive,todo this method does not appear to be used
JMe,positive,todo is this really necessary ?
JMe,positive,programming error bail out
JMe,positive,todo should this throw an error ?
JMe,positive,programming error bail out
JMe,positive,houston we have a problem
JMe,positive,todo replace with proper exception
JMe,positive,todo charset ? todo this should really be request data but there is none
JMe,positive,in milli seconds todo properties ?
