EMF,positive,bug we should rely on xmlcalendar to normalize dave value to ensure that all date value fields are taken into account
EMF,positive,is this an error ? ? ?
EMF,positive,fb wo not compile with vaj or no jikes fb object adapter adapterfactory adapt mapping
EMF,positive,eatm must fix isset bits
EMF,positive,eatm must fix isset bits
EMF,positive,is this an error ? ? ?
EMF,positive,line comments at the end of annotations are not a part of the range of annotation todo is not including line comments at the end of annotations a bug ?
EMF,positive,eatm in jdk there will be an indexof on stringbuffer
EMF,positive,todo factor up into genbaseimpl
EMF,positive,eatm call the deprecated method which does the same thing but might have an override in older code
EMF,positive,todo factor up into genbaseimpl
EMF,positive,unused ?
EMF,positive,todo factor up into genbaseimpl ?
EMF,positive,call workaround
EMF,positive,todo deprecate since getpluginclass is no longer called
EMF,positive,ensure that this race condition is thread safe it does not matter who wins the race
EMF,positive,todo factor up into genbaseimpl ?
EMF,positive,todo this assumes we only get a set notification which is not a good assumption
EMF,positive,dms handle this well
EMF,positive,unused ?
EMF,positive,fb tbd can we come up with a better algorithm for choosing the default label feature ?
EMF,positive,dms should we let this exception out ?
EMF,positive,dms what if eclipse is running but an invalid facade has been specified ? we still should format code use encoding
EMF,positive,dms do a better job with specific exceptions ? just use chained runtimeexceptions ?
EMF,positive,if the delegate uri can be handled as a file we will hope that renaming it will be really efficient
EMF,positive,dms why not this ? new subprogressmonitor progressmonitor 
EMF,positive,assume that it is an attribute for now it will could become a reference if the type resolves to an eclass
EMF,positive,do nothing for now and avoid propagating the exception how should builders handle cancel ?
EMF,positive,this is a fall back however this should never be called
EMF,positive,todo fix the space above
EMF,positive,todo remove this bogus empty line
EMF,positive,todo handle class cast exception better
EMF,positive,i do not know if we should be run this deferred because we might have to give the editor a chance to process the viewer update events and hence to update the views first
EMF,positive,this is a big festering hack to make the images the right size from the start
EMF,positive,eatm demand create metadata needs to depend on processing mode
EMF,positive,todo this is really quite attrocious since there is code that will assume an iterator that returns strings
EMF,positive,tbd return user selected subset ? of referenced packages that contain super classes of classes in this package
EMF,positive,call the workaround
EMF,positive,tbd rethink where exactly some of the following methods belong genmodel or genpackage
EMF,positive,if there are multiple variables in declaration separate this variable fragment into a separate declaration
EMF,positive,eatm this would be wrong
EMF,positive,call workaround
EMF,positive,revisit remove this code
EMF,positive,the label is not used
EMF,positive,dms why not this ? new subprogressmonitor progressmonitor 
EMF,positive,motif kludge we would get something random instead of null
EMF,positive,todo so what should be the etype be now ?
EMF,positive,this runs the operation and shows progress it appears to be a bad thing to fork this onto another thread
EMF,positive,eatm kind of hacky
EMF,positive,dms why not this ? new subprogressmonitor progressmonitor 
EMF,positive,dms why not this ? new subprogressmonitor progressmonitor 
EMF,positive,this runs the operation and shows progress it appears to be a bad thing to fork this onto another thread
EMF,positive,this is a kludge to deal with enumerators which crash the doswitch
EMF,positive,this is a kludge to deal with enumerators which crash the doswitch
EMF,positive,this is copied from itemprovideradapterfactory
EMF,positive,eatm this might be better written as a single loop for the eobject case ?
EMF,positive,dms why not this ? new subprogressmonitor progressmonitor 
EMF,positive,dms why not this ? new subprogressmonitor progressmonitor 
EMF,positive,second alternative should be getmodelproject ?
EMF,positive,todo this is really quite attrocious since there is code that will assume an iterator that returns strings
EMF,positive,todo hack that should be removed
EMF,positive,todo specialize this to return a resource locator for messages specific to this validator ensure that you remove generated or mark it generated not
EMF,positive,todo i m concerned that folders will often return or even so should we consider something to exist even though access if unauthorized or forbidden ?
EMF,positive,only file scheme uris will be re encoded if a uri was decoded in the workaround above and platform resolve did not return a file scheme uri then this will return an decoded uri
EMF,positive,this functionality should eventually go away as it is replaced by model exporters we will just delegate to the deprecated genpackage method the monitor is not used so we wo not pass it
EMF,positive,the eannotations and egenerictype are possible containment references we will move them instead of copying
EMF,positive,note registry based authority is being removed from a new spec for uri which would obsolete rfc if the spec is added to xml errata processing of reg name needs to be removed mrglavas
EMF,positive,temporary structure to hold node is attributes namespaces in scope
EMF,positive,hack reading encoding
EMF,positive,because of the old factoring approach in the create method it might be the case that the state of the old value has changed by the time we get here and in that case we do not want to duplicate the removals in this code
EMF,positive,if there are multiple variables in declaration separate this variable fragment into a separate declaration
EMF,positive,revisit remove this code store port value as string instead of integer
EMF,positive,todo this is faster than many charat calls
EMF,positive,revisit remove this code
EMF,positive,revisit do we really need to support block names as in unicode or we can just create all the names in isblockname format xml schema rec ?
EMF,positive,note registry based authority is being removed from a new spec for uri which would obsolete rfc if the spec is added to xml errata processing of reg name needs to be removed mrglavas
EMF,positive,revisit remove this code store port value as string instead of integer
EMF,positive,bubble sort why ? in many cases this ranges has few elements
EMF,positive,per schema it is not clear if the result returned should be a valid uri for the future if we plant to support iris then it is better not to massage the initialvalue we should thought consider where would be the best way to validate anyuri values el
EMF,positive,note that the way they are sorted the values of index i always increase so the objects are added from right to left in the list eatm todo we could make this more efficient by grouping the adds when indices increment by one so that a single grouped notification would result
EMF,positive,todo deprecate since no longer used by geteditpluginclass geteditorpluginclass gettestsuiteclass
EMF,positive,if there are multiple variables in declaration separate this variable fragment into a separate declaration
EMF,positive,dms should we let this exception out ?
EMF,positive,dms should we let this exception out ?
EMF,positive,dms factor this into a method ? use a non static subclass ?
EMF,positive,dms this does not really produce nice output
EMF,positive,fb tbd filter out volatile and other inappropriate links ?
EMF,positive,i do not know if this should be run this deferred because we might have to give the editor a chance to process the viewer update events and hence to update the views first
EMF,positive,todo processing instructions are not sent to recordvalues
EMF,positive,todo comments are not sent to recordvalues
EMF,positive,todo ignore for now
EMF,positive,todo handle situation when astjnode is removed compilationunit is null
EMF,positive,tbd return super classes of classes in this package that come from a delegate package
EMF,positive,if current char is comma insert line break after it we should be able to find the comma because the range for enum constants includes all trailing comments up to the separator if targetsourcerangecomputer of astrewrite changes this logic should change to skip comments see org eclipse emf codegen merge java facade ast commentawaresourcerangecomputer getenumconstantsourcerange astnode
EMF,positive,todo translation
EMF,positive,todo binary incompatibility an old override must override putall
EMF,positive,i do not know if this should be run this deferred because we might have to give the editor a chance to process the viewer update events and hence to update the views first
EMF,positive,this runs the options and shows progress it appears to be a bad thing to fork this onto another thread
EMF,positive,i do not know if this should be run this deferred because we might have to give the editor a chance to process the viewer update events and hence to update the views first
EMF,positive,we should be able to find the comma because the range for enum constants includes all preceding comments up to the previous constant if targetsourcerangecomputer of astrewrite changes this logic should change to skip comments see org eclipse emf codegen merge java facade ast commentawaresourcerangecomputer getenumconstantsourcerange astnode
EMF,positive,todo we should generate this
EMF,positive,todo what about the instance type name and the fact that we should be matching its type argument structure ? if they match so far we must assume they are okay and then check all the arguments
EMF,positive,dms this is totally untested
EMF,positive,todo update this after old tests pass and then update the old tests to reflect this change
EMF,negative,set of options that we want to control
EMF,negative,get the end position of the range for the previous node
EMF,negative,adding  at  allows distinguish annotations from other members i e inner class verses annotation of a class
EMF,negative,get the adapter from the factory
EMF,negative,no methods added
EMF,negative,ignore
EMF,negative,javadoc copied from interface
EMF,negative,add trailing comments if necessary
EMF,negative,if the target is read only we can ask the platform to release it
EMF,negative,do nothing
EMF,negative,if entries do not have the same feature the feature maps are not equal
EMF,negative,attribute
EMF,negative,merge with an existing file
EMF,negative,get the adapter from the factory
EMF,negative,walk up the superpackages collecting the package names because empty packages are ommitted from the genmodel we need to walk up the epackages
EMF,negative,empty block
EMF,negative,any features that delegate to features in this package
EMF,negative,see java lang class getname javadoc for explanation of array encoding
EMF,negative,additional useful character classes including characters valid in certain uri components and separators used in parsing them out of a string ucschar escaped
EMF,negative,calls code casexxx code for each class of the model until one returns a non null result it yields that result begin user doc end user doc return the first non null result returned by a code casexxx code call generated
EMF,negative,if the target is read only we can ask the platform to release it and it may be updated in the process
EMF,negative,
EMF,negative,find start position of farthest preceding comment
EMF,negative,was the details button pressed ?
EMF,negative,set up the tree viewer
EMF,negative,process the children of the unittreenode recursively
EMF,negative,create a code formatter for this compilation unit if needed
EMF,negative,if the name is not qualified it might be a primitive or from java lang otherwise assume it is in the current package and use the nsprefix for the qualified package name
EMF,negative,determine the base url by looking for the plugin properties file in the standard way
EMF,negative,the notification for this list is being thrown by the delegating list
EMF,negative,make sure our popups work
EMF,negative,remove type insert enum
EMF,negative,we need to screen out duplicates in the unlikely event that we have two features with the same class qualified name we will only generate one property string in that case and let the user add the second one manually if necessary
EMF,negative,build mapping from classes to list of features that use them
EMF,negative,this runs the options and shows progress
EMF,negative,no paths keep query only
EMF,negative,select the root object in the view
EMF,negative,else absolute path keep it and query
EMF,negative,listen to selection so that we can handle it is a special way
EMF,negative,the algorithm for the order of the features in this list should never change also the fact that a new list is created whenever the contents change is something else that should never change there are clients who rely on both these behaviors and they will need to agree to any change so that they can adjust their own code
EMF,negative,this ensures that we handle selections correctly
EMF,negative,empty block
EMF,negative,create an adapter factory that yields item providers
