JFr,positive,result this workingcalendar gettimeinmillis preceding code wo not work with jdk 
JFr,positive,todo check this result
JFr,positive,todo check this result
JFr,positive,return cal gettimeinmillis preceding code wo not work with jdk 
JFr,positive,todo we did not check the height yet
JFr,positive,fixme we  ve cloned the chart but the dataset s are not cloned and we should do that
JFr,positive,todo not serialized yet
JFr,positive,first monday after cal gettime gettime preceding code wo not work with jdk 
JFr,positive,todo we did not check the height yet
JFr,positive,this may be negative
JFr,positive,todo to be implemented
JFr,positive,todo the subplot areas needs to be moved out of the plot into the plot state
JFr,positive,todo shift block down to bottom
JFr,positive,todo it might be a good idea to keep a reference to the color specified in setpaint or setcolor rather than creating a new object every time getpaint is called
JFr,positive,todo for now we are ignoring the height constraint
JFr,positive,first determine the size of the chart rendering area todo workout insets for swt
JFr,positive,todo implement properly
JFr,positive,todo this must be wrong
JFr,positive,todo we did not check the width yet
JFr,positive,hack to ensure the newly created awt fonts will be rendered with the same height as the swt one
JFr,positive,todo shift block right by half
JFr,positive,fixme need a locale as well as a timezone
JFr,positive,todo shift block over to right
JFr,positive,do we need to update the crosshair values ?
JFr,positive,todo find a better localization key
JFr,positive,todo this attribute should be transferred to the renderer state
JFr,positive,fixme implement this low priority
JFr,positive,fixme the xyitemrenderer interface does not specify the getannotations method but it should
JFr,positive,defer argument checking
JFr,positive,calculate the adjusted data area taking into account the d effect this assumes that there is a d renderer all this d effect is a bit of an ugly hack
JFr,positive,todo add constructors for combinations of number and date formatters
JFr,positive,defer argument checking
JFr,positive,todo move to plot state
JFr,positive,here we tweak the notify flag on the plot so that only one notification happens even though we update multiple axes
JFr,positive,defer argument checking
JFr,positive,fixme we should really assert a value here
JFr,positive,to do these annotations only work with xyplot see if it is possible to make contourplot a subclass of xyplot dg
JFr,positive,fixme we should really assert a value
JFr,positive,do we need to update the crosshair values ?
JFr,positive,not strictly necessary since the renderer set for the parent plot is not used
JFr,positive,do we need to update the crosshair values ?
JFr,positive,todo complete this
JFr,positive,todo to be implemented
JFr,positive,defer argument checking
JFr,positive,todo to be implemented
JFr,positive,defer argument checking
JFr,positive,todo to be implemented
JFr,positive,do we need to update the crosshair values ?
JFr,positive,todo fix output when this flag is set to true
JFr,positive,todo for now we are ignoring the height constraint
JFr,positive,todo move the above to the plot state
JFr,positive,defer argument checking
JFr,positive,fixme this code means that it is not possible to use more than one domain axis for the combined plots
JFr,positive,here we tweak the notify flag on the plot so that only one notification happens even though we update multiple axes
JFr,positive,not strictly necessary since the renderer set for the parent plot is not used
JFr,positive,here we tweak the notify flag on the plot so that only one notification happens even though we update multiple axes
JFr,positive,end of workaround
JFr,positive,defer argument checking
JFr,positive,todo could change this to itemfillpaint for backwards compatibility it might require a usefillpaint flag
JFr,positive,a redraw should not trigger another change event
JFr,positive,unused in parent
JFr,positive,todo this attribute should be transferred to the renderer state
JFr,positive,defer argument checking
JFr,positive,todo in jfreechart put this method in the categoryitemrenderer interface
JFr,positive,todo rotate the image when drawn with horizontal orientation ?
JFr,positive,defer argument checking
JFr,positive,defer argument checking
JFr,positive,defer argument checking
JFr,positive,defer argument checking
JFr,positive,todo implement this properly
JFr,positive,fixme this should generate a series change event
JFr,positive,defer argument checking
JFr,positive,defer argument checking
JFr,positive,defer argument checking
JFr,positive,defer argument checking
JFr,positive,fixme we should really assert a value here
JFr,positive,defer argument checking
JFr,positive,a redraw should not trigger another change event
JFr,positive,create entities fixme these methods should be defined
JFr,positive,a redraw should not trigger another change event
JFr,positive,defer argument checking
JFr,positive,fixme the renderer interface does not have the drawdomainline method so we have to rely on the renderer being a subclass of abstractxyitemrenderer which is lame
JFr,positive,defer argument checking
JFr,positive,fixme this attribute is not used deprecate ?
JFr,positive,todo by coding the event with some information about what changed in the dataset we could make the recalculation of the interval more efficient in some cases for instance if the change is just an update to a y value then the x interval does not need updating
JFr,positive,here we tweak the notify flag on the plot so that only one notification happens even though we update multiple axes
JFr,positive,defer argument checking
JFr,positive,the method we want is not in the categoryitemrenderer interface
JFr,positive,defer argument checking
JFr,positive,defer argument checking
JFr,positive,fixme what if value is null on next line ?
JFr,positive,todo this needs to move into the renderer state
JFr,positive,todo implement this method properly
JFr,positive,hack to ensure the newly created swt fonts will be rendered with the same height as the awt one
JFr,positive,unused in parent
