JRu,positive,todo we loose encoding information here fix it
JRu,positive,todo we should use implicit nil for body but problem punt til later
JRu,positive,todo numeric new works in ruby and it does here too however trying to use that instance in a numeric operation should generate an argumenterror doing this seems so pathological i do not see the need to fix this now
JRu,positive,todo adding implicit nils caused multiple problems in compiler revist after landing assert bodynode null bodynode is not null
JRu,positive,todo take bigdecimal mode into account
JRu,positive,todo full precision remainder is x slower than mri
JRu,positive,fixme for some reason this dispatcher causes a verifyerror classclass dispatcher callbackfactory createdispatcher classclass
JRu,positive,fixme i doubt any of the constants referenced in this method are ever redefined should compare to the known values rather than do an expensive constant lookup
JRu,positive,todo rewriter and compiler assume case when empty expression in mri this is just a when assert casenode null casenode is not null
JRu,positive,todo do not require pop
JRu,positive,xxx wrong but will have to do for now
JRu,positive,todo do not require pop
JRu,positive,todo we should use implicit nil for body but problem punt til later
JRu,positive,todo do not require pop
JRu,positive,get value from current scope or one of its captured scopes fixme block variables are not getting primed to nil so we need to null check those until we prime them properly also add assert back in param offset zero indexed value that represents where variable lives param depth how many captured scopes down this variable should be set return the value here
JRu,positive,todo do not require pop
JRu,positive,important receive the block argument before the opt and splat args this is so that the arg can be encoded as  rest of the array  this wo not work if the block argument has not been received yet
JRu,positive,todo do not require pop
JRu,positive,fixme i got a bunch of npes when i did not check for nulls here how ?
JRu,positive,todo do not require pop
JRu,positive,sss fixme there are also differences in variable scoping between and ruby is the buggy semantics if i understand correctly the semantics of how this shadows other variables outside the block needs to be figured out during live var analysis
JRu,positive,todo do not require pop
JRu,positive,todo do not require pop
JRu,positive,this was a getopt with one mandatory arg but it did not work so i am parsing it for now
JRu,positive,this is the result of a bug that left off all trailing arguments e g system ls dir would be seen as system ls
JRu,positive,fixme broken but behaving
JRu,positive,todo we overflow on large files we could increase to long to limit this but then the impl gets more involved since java io apis based on int means we have to chunk up a long into a series of int ops
JRu,positive,todo do not require pop
JRu,positive,if we outgrow our pushback stack then grow it this should only happen in pretty pathological cases
JRu,positive,todo do not require pop
JRu,positive,fixme arg may also be true false and nil and still be valid strangely enough protocol conversion is not happening in ruby on this arg ?
JRu,positive,todo proper sign
JRu,positive,get value from current scope or one of its captured scopes fixme block variables are not getting primed to nil so we need to null check those until we prime them properly also add assert back in param offset zero indexed value that represents where variable lives param depth how many captured scopes down this variable should be set return the value here
JRu,positive,todo do not require pop
