JEd,positive,technically incorrect here we need to wrap null values as bsh primitive null however the this invokemethod will do that much for us we need to generate a conditional here to test for null and return primitive null
JEd,positive,looks bad with the os x l f apparently
JEd,positive,very subtle if we leave this for ensurephysicallineisvisible an extra line will be added to the scroll line count
JEd,positive,only works for jedit plugins
JEd,positive,warning null callstack here do not think we need a stack trace to indicate how we sourced the method
JEd,positive,does it matter that this does not set the type correctly ?
JEd,positive,jun pm waitfor hangs on some java implementations
JEd,positive,feb pm catch throwable here rather than exception kaffe is implementation of runtime exec throws java lang internalerror
JEd,positive,looks bad with the os x l f apparently
JEd,positive,two plugins provide same class
JEd,positive,this really should be long decode but there is not one as a result hex and octal literals ending in  l  or  l  do not work
JEd,positive,broken class
JEd,positive,while its broken to have a null symlinkpath some older plugins might
JEd,positive,this is not good need a way to update eval without re installing so that we can re eval params etc when classloader changes look into this
JEd,positive,this seems to make nested readlock calls work okay but i have no idea if it actually fixes things or not
JEd,positive,but if hypersearch results window is floating the workaround causes problems
JEd,positive,set the buffer is path caveat wo not work if save called with a relative path but i do not think anyone calls it like that anyway
JEd,positive,todo move x should not rely on calling next x times
JEd,positive,bug if there are multiple selections in different contexts the wrong comment strings will be inserted
JEd,positive,todo move x should not rely on calling next x times
JEd,positive,feb pm catch throwable here rather than exception kaffe is implementation of runtime exec throws java lang internalerror
JEd,positive,fix for this bug put a mode into the user dir with the same name as one on the system dir reload edit modes old mode from system dir still used for highlighting until jedit restart
JEd,positive,looks bad with the os x l f apparently
JEd,positive,apparently in some environments you ca not catch the security exception at all e g as an applet in ie will probably have to work around
JEd,positive,if it exists remove it and add it at the end avoid memory leak
JEd,positive,race condition here
JEd,positive,use special cheats that speed up the code currently about but may cause problems with future maintenance and add to the class file size about bytes
JEd,positive,if it exists remove it and add it at the end avoid memory leak
JEd,positive,original note jdk under win is throwing these to warn about lower case upper case possible mismatch e g bsh console bsh console update prior to we were squeltching noclassdeffounderrors which was very annoying i cannot reproduce the original problem and this was never a valid solution if there are legacy vms that have problems we can include a more specific test for them here
JEd,positive,this should not happen but
JEd,positive, nov calling this on a drive letter on windows causes drive access
JEd,positive, aug os java has a broken getcanonicalpath
JEd,positive,do not generate private or loosely typed fields note loose types are not currently parsed anyway
JEd,positive,the view should not be null but some plugins might do this
JEd,positive,caching is not correct and does not seem to help enclosingnamespace cacheclass name genclass
JEd,positive,dialogs fuck things up if a menu is visible etc new beanshellerrordialog view e
JEd,positive,charat index n may be unknown on a reader inputstream fixme match after a newline if in multiline mode
JEd,positive,if it exists remove it and add it at the end avoid memory leak
JEd,positive,warning null callstack here do not think we need a stack trace to indicate how we sourced the method
JEd,positive,this class is not very fast
JEd,positive,note this method incorrectly caches the method structure it needs to be cleared when the classloader changes
JEd,positive,xxx action bar might not be  temp 
JEd,positive,i wonder if the lack of this broke anything in the past ?
JEd,positive,implement string value according to the jls value may be anything in beanshell we will disallow void undefined values or should we map them to the empty string ?
JEd,positive,this should be before dockables are initialized
JEd,positive,is this right ?
JEd,positive,should we do this for both cases above ?
JEd,positive,need to loosen this to any throwable do we need to handle that in interpreter somewhere ? check first
JEd,positive,fucking gtk look and feel
JEd,positive,note this implementation is temporary we currently keep a flat namespace of the base name of classes i e beanshell cannot be in the process of defining two classes in different packages with the same base name to remove this limitation requires that we work through namespace imports in an analogous or using the same path as regular class import resolution this workaround should handle most cases so we will try it for now
JEd,positive,copy and paste from bsh classpath classmanagerimpl java
JEd,positive,i wish i could make this friendly to only namespace
JEd,positive,undocumented hack to allow browser actions to work xxx clean up in 
JEd,positive,look for a default invoke handler method in the namespace note this code duplicates that in namespace getcommand is that ok ?
JEd,positive,this should be per instance
JEd,positive,can we use the proxy mechanism to cast a bsh this to the correct interface ?
JEd,positive,redundant with constructor
JEd,positive,issues to resolve here in which classloader should we define the class ? if there is a bshclassloader should we define it there ? should we use reflection to set it in a non bsh classloader if there is one or should we always create a bsh classloader and expose its defineclass ?
JEd,positive,could refactor these a bit
JEd,positive,note this class essentially just delegates most of its methods to its parent the setvariable indirection is very small we could probably fold this functionality back into the base namespace as a special case but this has changed a few times so i  d like to leave this abstraction for now
JEd,positive,simplified these settings a little
JEd,positive,should check for strict java here and use isjavaassignable instead
JEd,positive,workaround for swing rendering labels starting with html using the html engine
JEd,positive,look for a default invoke handler method in the namespace note this code duplicates that in this java should it ? call on  this  can never be a command
JEd,positive,this method is a nightmare
JEd,positive,consoleinterface the interpreter reflexively implements the console interface that it uses should clean this up by using an inner class to implement the console for us
JEd,positive,case insensitive fs workaround
JEd,positive,wrap nulls this is a bit of a cludge to address a deficiency in the class generator whereby it does not wrap nulls on method delegate see class generator java if we fix that then we can remove this just have to generate the code there
JEd,positive,switch eats a multi level break here ? not empty statement
JEd,positive,check for field on object note could eliminate throwing the exception somehow
JEd,positive,xxxx re evaluate this can getsuper work by itself now ? if we  re a class instance and the parent is also a class instance then super means our parent
JEd,positive,i wish protected access were limited to children and not also package scope i want this to be a singleton implemented by various children
