Hib,positive,this is only needed afaict for processing results from the query cache however this cannot possibly work in the case of discovered types
Hib,positive,note that this timestamp is not correct if the connection provider returns an older jdbc connection that was associated with a transaction that was already begun before opensession was called do not know any possible solution to this
Hib,positive,todo this is assertion is disabled because there is a bug that means the original owner of a transient uninitialized collection is not known if the collection is re referenced by a different object associated with the current session throw new assertionfailure bug loading unowned collection
Hib,positive,this does not support the cache sql  distinct by comma list   extensions but this extension is not supported through hibernate anyway
Hib,positive,todo when this is the entry point we should use an inner join for fetching the many to many elements
Hib,positive,could happen for custom criteria impls not likely but for long term solution see hhh 
Hib,positive,todo currently broken for unique key references does not detect change to unique key property of the associated object the owner of the association is not the owner of the id
Hib,positive,todo currently broken for unique key references does not detect change to unique key property of the associated object
Hib,positive,todo entities can be compared by pk and entity name fix this
Hib,positive,todo does not work for entitymode dom j yet
Hib,positive,todo deal with the optional attribute in the join mapping this code assumes that optional defaults to true because it does not actually seem to work in the fetch join code note that actual proper handling of optional ality here is actually more involved than this patch assumes remember that we might have multiple join mappings associated with a single entity really a couple of things need to happen to properly handle optional here first and foremost when handling multiple join s we really should be using the entity root table as the driving table another option here would be to choose some non optional joined table to use as the driving table in all likelihood just using the root table is much simplier need to add the fk columns corresponding to each joined table to the generated select list these would then be used when iterating the result set to determine whether all non optional data is present my initial thoughts on the best way to deal with this would be to introduce a new sequentialselect abstraction that actually gets generated in the persisters ok singletable and utilized here it would encapsulated all this required optional ality checking
Hib,positive,todo would be nice to use false but issues with ms sql
Hib,positive,todo not really completely correct since the uoe could occur while resolving associations leaving the pc in an inconsistent state
Hib,positive,todo this is kinda inconsistent with collectiontype
Hib,positive,for a one to many a bag is not really a bag it is really a set since it ca not contain the same element twice it could be considered a bug in the mapping dtd that bag allows one to many
Hib,positive,todo entities can be compared by pk fix this only if when we can extract the id values
Hib,positive,todo old version did not require hashmap lookup keys collectionowner getidentifier
Hib,positive,todo this disables laziness even in non pojo entity modes
Hib,positive,todo at the point where we are resolving collection references we do not know if the uk value has been resolved depends if it was earlier or later in the mapping document now we could try and use e getstatus to decide to semiresolve trouble is that initializeentity reuses the same array for resolved and hydrated values
Hib,positive,todo currently we do not know a sessionfactory reference when building the tuplizer this is a bug embedded xml false on component todo fix this after hhh is complete
Hib,positive,todo this requires that the collection is defined after the referenced property in the mapping file ok ?
Hib,positive,todo currently we really do not handle valueinclusion partial valueinclusion partial would indicate parts of a component need to be included in the select currently we then just render the entire component into the select clause in that case
Hib,positive,todo is this completely correct ?
Hib,positive,todo what if batchupdate is a callablestatement ? calls executebatch
Hib,positive,this does not actually seem to work but it might work on some dbs also it does not work if there are multiple columns of results because it is not accounting for the suffix return new string getdiscriminatorcolumnname
Hib,positive,first validate all the enabled filters todo this implementation has bad performance
Hib,positive,todo passing null here because this method is not really used for dom j at the moment but it is still a bug if we do not get rid of this
Hib,positive,todo this really needs to be delayed unitl after we definitively know the operand node type where this is currently a problem is parameters for which where we cannot unequivocally resolve an expected type
Hib,positive,algorithm check for any level one nullability breaks look at non null components to recursively check next level of nullability breaks look at collections contraining component to recursively check next level of nullability breaks in the previous implementation not null stuffs where checked filtering by level one only updateable or insertable columns so setting a sub component as update false has no effect on not null check if the main component had good checkeability in this implementation we keep this feature however i never see any documentation mentioning that but it is for sure a limitation
Hib,positive,assume that the row was not there since it previously had only null values so do an insert instead todo does not respect dynamic insert
